,level_0,index,route_id,status,timestamp,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,scenario,route_length,ego_vehicle,carla_version,completion_score,driving_score,infraction_penalty,npc_vehicles,pedestrians,simulation_time,system_time,infraction_name
125,131,59,RouteScenario_9_59,Completed,route_59_route0_01_20_13_31_08,0,0,0,0.0,0,0,0,0,0,9,56.290417613840575,vehicle.bmw.isetta,10,100.0,100.0,1.0,120,0,26.30000039190054,154.10082149505615,none
126,124,60,RouteScenario_9_60,Failed,route_60_route0_01_20_13_37_49,1,0,0,0.0,0,0,0,0,0,9,55.71251834771494,vehicle.bmw.isetta,10,47.84394417721392,31.098563715189048,0.65,120,0,17.200000256299973,122.10733819007874,collisions_layout
127,113,62,RouteScenario_9_62,Completed,route_62_route0_01_20_13_45_28,0,0,0,0.0,0,0,0,0,0,9,56.02666298657788,vehicle.bmw.isetta,10,100.0,100.0,1.0,120,0,52.35000078007579,320.6279637813568,none
128,129,66,RouteScenario_9_66,Failed,route_66_route0_01_20_13_57_38,0,0,1,0.0,0,0,0,0,0,9,55.41121556217197,vehicle.bmw.isetta,10,37.88495156015697,22.73097093609418,0.6,120,0,16.800000250339508,111.755784034729,collisions_vehicle
129,116,70,RouteScenario_9_70,Completed,route_70_route0_01_20_14_05_20,0,0,0,0.0,0,0,0,0,0,9,54.91447760482357,vehicle.bmw.isetta,10,100.0,100.0,1.0,120,0,31.20000046491623,192.8005518913269,none
130,123,8,RouteScenario_9_8,Failed,route_8_route0_01_20_14_12_37,1,0,0,0.0,0,0,0,0,0,9,54.75607184336737,vehicle.bmw.isetta,10,58.264888835398935,37.87217774300931,0.65,120,0,20.1500003002584,135.84645438194275,collisions_layout
131,130,9,RouteScenario_9_9,Completed,route_9_route0_01_20_14_21_05,0,0,0,18.16,0,0,0,0,0,9,55.59823106089415,vehicle.bmw.isetta,10,100.0,81.8399704773209,0.818399704773209,120,0,100.10000149160624,609.9955627918243,none
132,137,0,RouteScenario_1_0,Completed,route_0_route0_01_19_13_43_58,0,0,0,0.0,0,0,0,0,0,1,316.4820829944565,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,77.15000114962459,483.09313893318176,none
133,132,1,RouteScenario_1_1,Completed,route_1_route0_01_19_14_00_10,0,0,0,0.0,0,0,0,0,0,1,83.59873826094632,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,83.25000124052167,584.5548083782196,none
134,134,2,RouteScenario_1_2,Completed,route_2_route0_01_19_14_27_17,0,0,0,0.0,0,0,0,0,0,1,310.51499937633105,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,71.70000106841326,424.6747615337372,none
135,136,3,RouteScenario_1_3,Completed,route_3_route0_01_19_15_15_33,0,0,0,0.0,0,0,0,0,0,1,78.99352533935645,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,49.80000074207783,347.2449605464936,none
136,135,4,RouteScenario_1_4,Completed,route_4_route0_01_19_15_22_51,0,0,0,0.0,0,0,0,0,0,1,334.39002329383925,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,96.30000143498182,579.7043535709381,none
137,133,5,RouteScenario_1_5,Completed,route_5_route0_01_19_15_41_40,0,0,0,0.0,0,0,0,0,0,1,326.46289454712144,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,100.55000149831176,567.0098102092743,none
138,143,0,RouteScenario_3_0,Completed,route_0_route0_01_19_16_06_46,0,0,0,0.0,0,0,0,0,0,3,316.4820829944565,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,165.55000246688724,1003.4262948036194,none
139,138,1,RouteScenario_3_1,Completed,route_1_route0_01_19_16_27_22,0,0,0,0.0,0,0,0,0,0,3,83.59873826094632,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,84.95000126585364,567.3543894290924,none
140,140,2,RouteScenario_3_2,Completed,route_2_route0_01_19_16_46_44,0,0,0,0.0,0,0,0,0,0,3,310.51499937633105,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,68.65000102296472,406.2335340976715,none
141,142,3,RouteScenario_3_3,Completed,route_3_route0_01_19_17_27_50,0,0,0,0.0,0,0,0,0,0,3,78.99352533935645,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,50.70000075548887,361.6843931674957,none
142,141,4,RouteScenario_3_4,Completed,route_4_route0_01_19_17_35_23,0,0,0,0.0,0,0,0,0,0,3,334.39002329383925,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,163.50000243633986,1012.456388950348,none
143,139,5,RouteScenario_3_5,Completed,route_5_route0_01_19_18_56_38,0,0,0,0.0,0,0,0,0,0,3,326.46289454712144,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,99.3000014796853,557.8083884716034,none
144,191,0,RouteScenario_4_0,Completed,route_0_route0_01_19_19_21_14,0,0,0,0.0,0,0,0,0,0,4,61.06920292504007,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,61.55000091716647,377.9760203361511,none
145,151,1,RouteScenario_4_1,Completed,route_1_route0_01_19_19_35_52,0,0,0,0.0,0,0,0,0,0,4,55.41616043336074,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,61.85000092163682,407.72210812568665,none
146,184,10,RouteScenario_4_10,Completed,route_10_route0_01_19_19_46_04,0,0,0,0.0,0,0,0,0,0,4,55.2446401601069,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,15.300000227987766,109.05196714401244,none
