,index,route_id,status,timestamp,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,route_length,ego_vehicle,carla_version,scenario,completion_score,driving_score,infraction_penalty,npc_vehicles,pedestrians,simulation_time,system_time,infraction_name
117,5,RouteScenario_5,Completed,route_5_route0_02_09_08_55_57,0,0,0,0,0,0,0,0,0,55.43311785764707,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,23.95000035688281,165.0001757144928,none
118,25,RouteScenario_25,Completed,route_25_route0_02_09_07_33_25,0,0,0,0,0,0,0,0,0,55.25090884695793,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,20.10000029951334,144.54430079460144,none
119,19,RouteScenario_19,Completed,route_19_route0_02_09_07_16_17,0,0,0,0,0,0,0,0,0,55.04141645760018,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,51.150000762194395,421.37240076065063,none
120,55,RouteScenario_55,Completed,route_55_route0_02_09_08_41_34,0,0,0,0,0,0,0,0,0,55.34447144880457,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,33.650000501424074,359.28431367874146,none
121,46,RouteScenario_46,Completed,route_46_route0_02_09_08_14_00,0,0,0,0,0,0,0,0,0,55.9272196240984,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,24.00000035762787,167.97554683685303,none
122,13,RouteScenario_13,Completed,route_13_route0_02_09_07_04_42,0,0,0,0,0,0,0,0,0,56.094386897300026,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,18.900000281631947,123.98454189300537,none
123,8,RouteScenario_8,Completed,route_8_route0_02_09_09_32_06,0,0,0,0,0,0,0,0,0,54.75607184336737,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,20.000000298023224,141.77606558799744,none
124,60,RouteScenario_60,Completed,route_60_route0_02_09_09_01_41,0,0,0,0,0,0,0,0,0,55.71251834771494,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,22.45000033453107,274.4387140274048,none
125,31,RouteScenario_31,Completed,route_31_route0_02_09_07_42_57,0,0,0,0,0,0,0,0,0,55.507802941520346,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,21.450000319629908,139.12257361412048,none
126,14,RouteScenario_14,Completed,route_14_route0_02_09_07_10_17,0,0,0,0,0,0,0,0,0,55.2446401601069,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,19.950000297278166,167.4600145816803,none
127,3,RouteScenario_3,Completed,route_3_route0_02_09_08_08_11,0,0,0,0,0,0,0,0,0,55.416160433360744,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,22.350000333040953,192.61223149299622,none
128,21,RouteScenario_21,Completed,route_21_route0_02_09_07_26_54,0,0,0,0,0,0,0,0,0,55.295861513545525,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,20.500000305473804,188.58018565177917,none
129,66,RouteScenario_66,Completed,route_66_route0_02_09_09_15_43,0,0,0,0,0,0,0,0,0,55.41121556217197,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,19.500000290572643,113.49198007583618,none
130,9,RouteScenario_9,Completed,route_9_route0_02_09_09_40_58,0,0,0,0,0,0,0,0,0,55.59823106089415,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,28.150000419467688,176.24020862579346,none
131,59,RouteScenario_59,Completed,route_59_route0_02_09_08_49_52,0,0,0,0,0,0,0,0,0,56.290417613840575,vehicle.bmw.isetta,10,9,100.0,100.0,1.0,120,0,20.60000030696392,135.32016968727112,none
132,1,RouteScenario_1,Completed,route_1_route0_02_08_13_59_02,0,0,0,0,0,0,0,0,0,83.59873826094632,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,33.20000049471855,329.3322069644928,none
133,5,RouteScenario_5,Completed,route_5_route0_02_08_15_16_01,0,0,0,0,0,0,0,0,0,326.46289454712144,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,148.5500022135675,960.7724034786224,none
134,2,RouteScenario_2,Completed,route_2_route0_02_08_14_10_54,0,0,0,0,0,0,0,0,0,310.51499937633105,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,119.700001783669,771.7362117767334,none
135,4,RouteScenario_4,Completed,route_4_route0_02_08_14_43_49,0,0,0,0,0,0,0,0,0,334.39002329383925,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,68.5500010214746,476.0757896900177,none
136,3,RouteScenario_3,Completed,route_3_route0_02_08_14_33_32,0,0,0,0,0,0,0,0,0,78.99352533935645,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,13.65000020340085,91.23629522323608,none
137,0,RouteScenario_0,Completed,route_0_route0_02_08_13_41_51,0,0,0,0,0,0,0,0,0,316.4820829944565,vehicle.lincoln.mkz2017,10,1,100.0,100.0,1.0,120,0,76.25000113621354,474.3881514072418,none
138,1,RouteScenario_1,Completed,route_1_route0_02_08_16_06_46,0,0,0,0,0,0,0,0,0,83.59873826094632,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,41.05000061169267,485.5242428779602,none
139,5,RouteScenario_5,Completed,route_5_route0_02_08_17_16_18,0,0,0,0,0,0,0,0,0,326.46289454712144,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,138.70000206679106,1359.9242761135101,none
140,2,RouteScenario_2,Completed,route_2_route0_02_08_16_25_03,0,0,0,0,0,0,0,0,0,310.51499937633105,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,71.20000106096268,468.2839334011078,none
141,4,RouteScenario_4,Completed,route_4_route0_02_08_16_57_17,0,0,0,0,0,0,0,0,0,334.39002329383925,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,81.20000120997429,635.5879678726196,none
142,3,RouteScenario_3,Completed,route_3_route0_02_08_16_42_36,0,0,0,0,0,0,0,0,0,78.99352533935645,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,47.75000071153045,512.8642649650574,none
143,0,RouteScenario_0,Completed,route_0_route0_02_08_15_49_27,0,0,0,0,0,0,0,0,0,316.4820829944565,vehicle.lincoln.mkz2017,10,3,100.0,100.0,1.0,120,0,70.4500010497868,532.7882599830627,none
144,38,RouteScenario_38,Completed,route_38_route0_02_08_22_24_07,0,0,0,0,0,0,0,0,0,61.94757622419835,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,42.85000063851476,326.7962281703949,none
145,40,RouteScenario_40,Completed,route_40_route0_02_08_22_44_08,0,0,0,0,0,0,0,0,0,55.71251834771494,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,15.900000236928463,136.74394369125366,none
146,44,RouteScenario_44,Completed,route_44_route0_02_08_23_15_23,0,0,0,0,0,0,0,0,0,55.41121556217197,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,25.900000385940075,253.476220369339,none
147,29,RouteScenario_29,Completed,route_29_route0_02_08_21_01_26,0,0,0,0,0,0,0,0,0,61.58523811688995,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,39.40000058710575,322.2682592868805,none
148,27,RouteScenario_27,Completed,route_27_route0_02_08_20_43_52,0,0,0,0,0,0,0,0,0,60.85623744415566,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,27.650000412017107,163.92006540298462,none
149,47,RouteScenario_47,Completed,route_47_route0_02_08_23_43_57,0,0,0,0,0,0,0,0,0,60.57136272504224,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,27.60000041127205,175.26830005645752,none
150,43,RouteScenario_43,Completed,route_43_route0_02_08_23_03_51,0,0,0,0,0,0,0,0,0,61.68555879782448,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,42.60000063478947,358.97989654541016,none
151,1,RouteScenario_1,Completed,route_1_route0_02_08_19_40_16,0,0,0,0,0,0,0,0,0,55.416160433360744,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,28.200000420212746,247.52837896347046,none
152,15,RouteScenario_15,Completed,route_15_route0_02_08_18_49_48,0,0,0,0,0,0,0,0,0,55.295861513545525,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,15.800000235438347,127.64024186134338,none
153,36,RouteScenario_36,Completed,route_36_route0_02_08_22_05_41,0,0,0,0,0,0,0,0,0,61.00178018503786,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,26.200000390410423,159.63624572753906,none
154,22,RouteScenario_22,Completed,route_22_route0_02_08_19_58_58,0,0,0,0,0,0,0,0,0,60.83781726315381,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,43.30000064522028,314.5316994190216,none
155,35,RouteScenario_35,Completed,route_35_route0_02_08_21_57_32,0,0,0,0,0,0,0,0,0,60.92792055053716,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,28.450000423938036,230.21615314483643,none
156,24,RouteScenario_24,Completed,route_24_route0_02_08_20_15_23,0,0,0,0,0,0,0,0,0,55.24653262480497,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,24.300000362098217,138.89401745796204,none
157,5,RouteScenario_5,Completed,route_5_route0_02_08_23_56_01,0,0,0,0,0,0,0,0,0,55.59823106089415,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,28.400000423192978,196.70416378974915,none
158,25,RouteScenario_25,Completed,route_25_route0_02_08_20_20_29,0,0,0,0,0,0,0,0,0,60.903067475394465,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,42.30000063031912,366.1764860153198,none
159,12,RouteScenario_12,Completed,route_12_route0_02_08_18_18_05,0,0,0,0,0,0,0,0,0,60.69758307301105,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,43.05000064149499,311.544349193573,none
160,19,RouteScenario_19,Completed,route_19_route0_02_08_19_32_35,0,0,0,0,0,0,0,0,0,55.94493792555948,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,27.60000041127205,218.7844479084015,none
161,2,RouteScenario_2,Completed,route_2_route0_02_08_21_13_23,0,0,0,0,0,0,0,0,0,61.09374739316211,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,28.200000420212746,325.66009640693665,none
162,33,RouteScenario_33,Completed,route_33_route0_02_08_21_39_20,0,0,0,0,0,0,0,0,0,60.92802203945554,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,42.400000631809235,354.91990900039673,none
163,7,RouteScenario_7,Completed,route_7_route0_02_09_00_13_54,0,0,0,0,0,0,0,0,0,60.41447692826555,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,30.45000045374036,273.47331261634827,none
164,45,RouteScenario_45,Completed,route_45_route0_02_08_23_24_31,0,0,0,0,0,0,0,0,0,61.067938290835365,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,43.05000064149499,324.2221505641937,none
165,28,RouteScenario_28,Completed,route_28_route0_02_08_20_50_06,0,0,0,0,0,0,0,0,0,61.26539929186665,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,70.80000105500221,457.4841728210449,none
166,46,RouteScenario_46,Completed,route_46_route0_02_08_23_36_29,0,0,0,0,0,0,0,0,0,54.914477604823574,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,13.800000205636024,129.36433839797974,none
167,30,RouteScenario_30,Completed,route_30_route0_02_08_21_22_43,0,0,0,0,0,0,0,0,0,55.9272196240984,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,24.25000036135316,245.28401708602905,none
168,17,RouteScenario_17,Completed,route_17_route0_02_08_19_03_55,0,0,0,0,0,0,0,0,0,55.25090884695793,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,23.100000344216824,204.56421327590942,none
169,18,RouteScenario_18,Completed,route_18_route0_02_08_19_17_39,0,0,0,0,0,0,0,0,0,61.59830038671384,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,62.200000926852226,593.3043432235718,none
170,34,RouteScenario_34,Completed,route_34_route0_02_08_21_50_51,0,0,0,0,0,0,0,0,0,55.2693469423156,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,16.350000243633986,202.88355946540833,none
171,11,RouteScenario_11,Completed,route_11_route0_02_08_18_08_54,0,0,0,0,0,0,0,0,0,60.901017691577785,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,42.50000063329935,284.3680946826935,none
172,13,RouteScenario_13,Completed,route_13_route0_02_08_18_28_09,0,0,0,0,0,0,0,0,0,55.04141645760018,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,49.75000074133277,520.5814137458801,none
173,4,RouteScenario_4,Completed,route_4_route0_02_08_23_51_33,0,0,0,0,0,0,0,0,0,54.75607184336737,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,13.450000200420618,102.4042489528656,none
174,6,RouteScenario_6,Completed,route_6_route0_02_09_00_03_09,0,0,0,0,0,0,0,0,0,61.25325971366519,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,44.50000066310167,324.0121943950653,none
175,16,RouteScenario_16,Completed,route_16_route0_02_08_18_55_22,0,0,0,0,0,0,0,0,0,60.91089740578979,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,37.500000558793545,293.1910593509674,none
176,23,RouteScenario_23,Completed,route_23_route0_02_08_20_09_34,0,0,0,0,0,0,0,0,0,55.1791221263788,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,27.450000409036875,151.44805431365967,none
177,42,RouteScenario_42,Completed,route_42_route0_02_08_22_57_22,0,0,0,0,0,0,0,0,0,56.026662986577875,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,24.400000363588333,185.95750856399536,none
178,8,RouteScenario_8,Completed,route_8_route0_02_09_00_23_08,0,0,0,0,0,0,0,0,0,61.75131111908178,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,39.300000585615635,264.22837495803833,none
179,31,RouteScenario_31,Completed,route_31_route0_02_08_21_30_13,0,0,0,0,0,0,0,0,0,55.61009969298386,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,13.700000204145908,92.30842018127441,none
180,39,RouteScenario_39,Completed,route_39_route0_02_08_22_34_16,0,0,0,0,0,0,0,0,0,56.290417613840575,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,24.150000359863043,139.18040204048157,none
181,14,RouteScenario_14,Completed,route_14_route0_02_08_18_41_06,0,0,0,0,0,0,0,0,0,60.953372580607784,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,25.200000375509262,148.1679048538208,none
182,20,RouteScenario_20,Completed,route_20_route0_02_08_19_49_07,0,0,0,0,0,0,0,0,0,61.16392023319401,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,28.10000041872263,194.1283779144287,none
183,3,RouteScenario_3,Completed,route_3_route0_02_08_22_39_35,0,0,0,0,0,0,0,0,0,55.43311785764707,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,18.200000271201134,121.34423518180847,none
184,10,RouteScenario_10,Completed,route_10_route0_02_08_18_04_04,0,0,0,0,0,0,0,0,0,55.2446401601069,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,13.40000019967556,98.39631152153015,none
185,21,RouteScenario_21,Completed,route_21_route0_02_08_19_55_22,0,0,0,0,0,0,0,0,0,55.507802941520346,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,13.500000201165676,89.72396397590637,none
186,41,RouteScenario_41,Completed,route_41_route0_02_08_22_50_02,0,0,0,0,0,0,0,0,0,61.367142631099526,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,25.200000375509262,222.02020645141602,none
187,37,RouteScenario_37,Completed,route_37_route0_02_08_22_14_02,0,0,0,0,0,0,0,0,0,55.34447144880457,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,31.600000470876694,238.95608639717102,none
188,32,RouteScenario_32,Completed,route_32_route0_02_08_21_33_43,0,0,0,0,0,0,0,0,0,55.27290728705631,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,24.600000366568565,146.0483477115631,none
189,26,RouteScenario_26,Completed,route_26_route0_02_08_20_33_14,0,0,0,0,0,0,0,0,0,55.19927747263407,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,46.8500006981194,474.0926492214203,none
190,9,RouteScenario_9,Completed,route_9_route0_02_09_00_32_16,0,0,0,0,0,0,0,0,0,56.094386897300026,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,24.45000036433339,186.30859994888306,none
191,0,RouteScenario_0,Completed,route_0_route0_02_08_17_48_08,0,0,0,0,0,0,0,0,0,61.06920292504007,vehicle.lincoln.mkz2017,10,4,100.0,100.0,1.0,120,0,61.60000091791153,614.0561544895172,none
192,40,RouteScenario_40,Completed,route_40_route0_02_09_01_43_51,0,0,0,0,0,0,0,0,0,82.60001775936934,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,22.750000339001417,170.25618386268616,none
193,27,RouteScenario_27,Completed,route_27_route0_02_09_01_26_52,0,0,0,0,0,0,0,0,0,83.11998033178662,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,27.150000404566526,184.1365041732788,none
194,43,RouteScenario_43,Failed,route_43_route0_02_09_02_02_35,0,0,1,0,0,0,0,0,0,83.51000974305987,vehicle.lincoln.mkz2017,10,7,42.487434032111665,25.492460419266997,0.6,120,0,20.000000298023224,123.44033861160278,collisions_vehicle
195,1,RouteScenario_1,Completed,route_1_route0_02_09_01_01_56,0,0,0,0,0,0,0,0,0,82.18000091524995,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,20.300000302493572,145.61318254470825,none
196,22,RouteScenario_22,Completed,route_22_route0_02_09_01_07_15,0,0,0,0,0,0,0,0,0,82.0000009476335,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,21.1000003144145,126.02784538269043,none
197,65,RouteScenario_65,Completed,route_65_route0_02_09_02_42_04,0,0,0,0,0,0,0,0,0,82.60999853125792,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,20.150000300258398,129.03591752052307,none
198,64,RouteScenario_64,Completed,route_64_route0_02_09_02_34_18,0,0,0,0,0,0,0,0,0,82.61000234595448,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,20.65000030770898,207.0839548110962,none
199,33,RouteScenario_33,Failed,route_33_route0_02_09_01_38_51,0,0,0,0,1,0,0,0,0,81.97915120561767,vehicle.lincoln.mkz2017,10,7,38.44613795138678,26.912296565970745,0.7,120,0,12.750000189989805,73.1070146560669,red_light
200,7,RouteScenario_7,Completed,route_7_route0_02_09_03_10_12,0,0,0,0,0,0,0,0,0,81.99999331823905,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,20.35000030323863,168.89225053787231,none
201,56,RouteScenario_56,Completed,route_56_route0_02_09_02_22_05,0,0,0,0,0,0,0,0,0,83.31085709977604,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,21.000000312924385,122.89625263214111,none
202,17,RouteScenario_17,Failed,route_17_route0_02_09_00_50_46,0,0,1,0,0,0,0,0,0,83.089996226047,vehicle.lincoln.mkz2017,10,7,42.40321651391992,25.441929908351952,0.6,120,0,29.500000439584255,267.21267676353455,collisions_vehicle
203,6,RouteScenario_6,Completed,route_6_route0_02_09_03_02_51,0,0,0,0,0,0,0,0,0,81.99999331823905,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,21.15000031515956,255.24001908302307,none
204,57,RouteScenario_57,Completed,route_57_route0_02_09_02_26_54,0,0,0,0,0,0,0,0,0,83.30912522726364,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,27.60000041127205,212.11960744857788,none
205,16,RouteScenario_16,Completed,route_16_route0_02_09_00_45_30,0,0,0,0,0,0,0,0,0,83.089996226047,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,21.850000325590372,139.4561505317688,none
206,23,RouteScenario_23,Completed,route_23_route0_02_09_01_13_52,0,0,0,0,0,0,0,0,0,82.0000009476335,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,21.700000323355198,169.93215656280518,none
207,42,RouteScenario_42,Completed,route_42_route0_02_09_01_55_04,0,0,0,0,0,0,0,0,0,83.51000974305987,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,21.15000031515956,266.8346893787384,none
208,69,RouteScenario_69,Completed,route_69_route0_02_09_02_51_48,0,0,0,0,0,0,0,0,0,82.00000476233072,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,37.40000055730343,292.59708070755005,none
209,53,RouteScenario_53,Failed,route_53_route0_02_09_02_14_03,0,0,1,0,0,0,0,0,0,82.00997924804688,vehicle.lincoln.mkz2017,10,7,42.303483050775355,25.382089830465212,0.6,120,0,28.950000431388617,246.52767205238342,collisions_vehicle
210,41,RouteScenario_41,Completed,route_41_route0_02_09_01_49_57,0,0,0,0,0,0,0,0,0,82.6000177588627,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,20.300000302493572,135.6999056339264,none
211,32,RouteScenario_32,Completed,route_32_route0_02_09_01_33_23,0,0,0,0,0,0,0,0,0,81.98086781925831,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,21.700000323355198,149.3483681678772,none
212,52,RouteScenario_52,Completed,route_52_route0_02_09_02_08_44,0,0,0,0,0,0,0,0,0,82.00997924804688,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,24.050000358372927,153.3201014995575,none
213,26,RouteScenario_26,Completed,route_26_route0_02_09_01_20_11,0,0,0,0,0,0,0,0,0,83.11998033178662,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,21.050000313669443,131.86041808128357,none
214,68,RouteScenario_68,Completed,route_68_route0_02_09_02_46_49,0,0,0,0,0,0,0,0,0,82.0000009476335,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,20.150000300258398,113.8841564655304,none
215,0,RouteScenario_0,Completed,route_0_route0_02_09_00_39_26,0,0,0,0,0,0,0,0,0,82.18000091524995,vehicle.lincoln.mkz2017,10,7,100.0,100.0,1.0,120,0,20.250000301748514,165.04804301261902,none
216,44,RouteScenario_44,Completed,route_44_route0_02_09_05_02_21,0,0,0,0,0,0,0,0,0,61.26539929186665,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,28.150000419467688,192.00010442733765,none
217,15,RouteScenario_15,Completed,route_15_route0_02_09_03_42_36,0,0,0,0,0,0,0,0,0,60.901017691577785,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,24.950000371783972,226.89594411849976,none
218,58,RouteScenario_58,Completed,route_58_route0_02_09_05_44_43,0,0,0,0,0,0,0,0,0,61.94757622419835,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,32.100000478327274,253.09229564666748,none
219,24,RouteScenario_24,Completed,route_24_route0_02_09_04_04_34,0,0,0,0,0,0,0,0,0,60.91089740578979,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,24.850000370293856,136.55209350585938,none
220,49,RouteScenario_49,Completed,route_49_route0_02_09_05_18_16,0,0,0,0,0,0,0,0,0,60.92802203945554,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,25.950000386685133,179.8719460964203,none
221,12,RouteScenario_12,Completed,route_12_route0_02_09_03_35_56,0,0,0,0,0,0,0,0,0,61.75131111908178,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,20.65000030770898,162.62482404708862,none
222,2,RouteScenario_2,Completed,route_2_route0_02_09_04_16_58,0,0,0,0,0,0,0,0,0,61.06920292504007,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,20.35000030323863,153.90018248558044,none
223,45,RouteScenario_45,Completed,route_45_route0_02_09_05_11_09,0,0,0,0,0,0,0,0,0,61.58523811688995,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,22.850000340491533,228.65595149993896,none
224,28,RouteScenario_28,Completed,route_28_route0_02_09_04_11_45,0,0,0,0,0,0,0,0,0,61.59830038671384,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,22.6500003375113,152.2080888748169,none
225,30,RouteScenario_30,Completed,route_30_route0_02_09_04_23_49,0,0,0,0,0,0,0,0,0,61.16392023319401,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,26.850000400096178,167.52803087234497,none
226,18,RouteScenario_18,Completed,route_18_route0_02_09_03_49_38,0,0,0,0,0,0,0,0,0,60.69758307301105,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,35.80000053346157,308.73233127593994,none
227,34,RouteScenario_34,Completed,route_34_route0_02_09_04_29_37,0,0,0,0,0,0,0,0,0,60.83781726315381,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,39.7000005915761,354.55999207496643,none
228,11,RouteScenario_11,Completed,route_11_route0_02_09_03_27_04,0,0,0,0,0,0,0,0,0,60.41447692826555,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,28.000000417232513,264.90828490257263,none
229,4,RouteScenario_4,Completed,route_4_route0_02_09_05_25_54,0,0,0,0,0,0,0,0,0,61.09374739316211,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,27.250000406056643,221.71943759918213,none
230,67,RouteScenario_67,Completed,route_67_route0_02_09_06_40_05,0,0,0,0,0,0,0,0,0,61.067938290835365,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,79.85000118985772,634.3801620006561,none
231,39,RouteScenario_39,Completed,route_39_route0_02_09_04_54_46,0,0,0,0,0,0,0,0,0,60.85623744415566,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,24.650000367313623,233.7163245677948,none
232,71,RouteScenario_71,Completed,route_71_route0_02_09_06_56_03,0,0,0,0,0,0,0,0,0,60.57136272504224,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,27.3000004068017,175.59620141983032,none
233,20,RouteScenario_20,Completed,route_20_route0_02_09_03_58_32,0,0,0,0,0,0,0,0,0,60.953372580607784,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,28.05000041797757,171.92797303199768,none
234,10,RouteScenario_10,Completed,route_10_route0_02_09_03_20_34,0,0,0,0,0,0,0,0,0,61.25325971366519,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,22.20000033080578,173.92814874649048,none
235,61,RouteScenario_61,Completed,route_61_route0_02_09_05_55_18,0,0,0,0,0,0,0,0,0,61.367142631099526,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,24.800000369548798,199.48206567764282,none
236,63,RouteScenario_63,Completed,route_63_route0_02_09_06_03_26,0,0,0,0,0,0,0,0,0,61.68555879782448,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,322.2500048018992,2007.0678226947784,none
237,37,RouteScenario_37,Completed,route_37_route0_02_09_04_39_15,0,0,0,0,0,0,0,0,0,60.903067475394465,vehicle.lincoln.mkz2017,10,8,100.0,100.0,1.0,120,0,52.80000078678131,412.18783378601074,none
