,route_id,status,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,fog_falloff,wetness,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,duration_game,duration_system,route_length,score_composed,score_penalty,score_route
2,RouteScenario_2,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.40000203251842,326.40912675857544,141.42135657448432,100.0,1.0,100.0
3,RouteScenario_3,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,179.95000268146396,428.34515500068665,141.42135084251302,100.0,1.0,100.0
4,RouteScenario_4,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,181.95000271126628,434.97238731384283,141.42135623730948,100.0,1.0,100.0
5,RouteScenario_5,Failed - Agent timed out,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,892.0500132925807,2027.1648499965668,141.42135623730948,65.26953890982143,1.0,65.26953890982143
6,RouteScenario_6,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,181.95000271126628,439.8997595310211,141.42135623730948,100.0,1.0,100.0
7,RouteScenario_7,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,250.30000372976062,595.1870346069336,141.42135623730948,100.0,1.0,100.0
8,RouteScenario_8,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,250.30000372976062,598.004123210907,141.42135623730948,100.0,1.0,100.0
9,RouteScenario_9,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,197.1000029370189,481.649980545044,141.42136163210625,100.0,1.0,100.0
10,RouteScenario_10,Failed - Agent got blocked,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,256.650003824383,628.3123731613158,141.42135623730948,29.802769026763364,1.0,29.802769026763364
11,RouteScenario_11,Failed - Agent timed out,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,234.0500034876168,620.1742577552794,141.42135353991122,34.175088694233715,1.0,34.175088694233715
12,RouteScenario_12,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,372.6000055521728,892.8396923542023,141.4213575860087,100.0,1.0,100.0
13,RouteScenario_13,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,401.8500059880316,989.7422177791597,141.42135488861038,100.0,1.0,100.0
14,RouteScenario_14,Failed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6.4000000953674325,15.025019884109495,141.42135488861038,2.4796373154166718,1.0,2.4796373154166718
15,RouteScenario_15,Failed - Agent timed out,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,182.05000271275642,453.9672911167145,141.42135623730948,77.06770903832397,1.0,77.06770903832397
16,RouteScenario_16,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,202.90000302344558,476.35807609558105,141.42135623730948,100.0,1.0,100.0
17,RouteScenario_17,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,185.7000027671456,457.6834452152252,141.42135623730948,100.0,1.0,100.0
18,RouteScenario_18,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.80000379681587,605.3094065189363,141.42135590013473,100.0,1.0,100.0
19,RouteScenario_19,Failed - Agent got blocked,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,480.20000715553766,1199.690139055252,141.4213575860087,41.74266520450786,1.0,41.74266520450786
20,RouteScenario_20,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.1500037871301,621.6415286064147,141.4213575860087,100.0,1.0,100.0
21,RouteScenario_21,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,268.75000400468707,634.0670578479768,141.42135488861038,100.0,1.0,100.0
22,RouteScenario_22,Failed - Agent timed out,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,779.0500116087497,1938.1696870326998,141.4213575860087,41.989260033815995,1.0,41.989260033815995
0,RouteScenario_0,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,231.05000344291332,564.9422671794891,141.42135084251302,100.0,1.0,100.0
1,RouteScenario_1,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,142.100002117455,342.1651420593262,141.42135657448432,100.0,1.0,100.0
2,RouteScenario_2,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,179.90000268071893,433.72610306739807,141.42135657448432,100.0,1.0,100.0
3,RouteScenario_3,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,141.25000210478902,337.42555952072144,141.42135084251302,100.0,1.0,100.0
4,RouteScenario_4,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,181.95000271126628,438.7167613506317,141.42135623730948,100.0,1.0,100.0
5,RouteScenario_5,Failed - Agent timed out,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,892.0500132925807,2113.8663470745087,141.42135623730948,61.845500613453225,1.0,61.845500613453225
6,RouteScenario_6,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,181.95000271126628,440.1173095703125,141.42135623730948,100.0,1.0,100.0
7,RouteScenario_7,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,249.10000371187922,580.3182916641235,141.42135623730948,100.0,1.0,100.0
8,RouteScenario_8,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,322.8000048100948,748.807639837265,141.42135623730948,100.0,1.0,100.0
9,RouteScenario_9,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,150.30000223964453,356.5711009502411,141.42136163210625,100.0,1.0,100.0
10,RouteScenario_10,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,401.7500059865415,959.352697134018,141.42135623730948,100.0,1.0,100.0
11,RouteScenario_11,Failed - Agent got blocked,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,208.55000310763717,542.6147906780243,141.42135353991122,33.742943995673144,1.0,33.742943995673144
12,RouteScenario_12,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,368.95000549778337,880.0670304298401,141.4213575860087,60.0,0.6,100.0
13,RouteScenario_13,Failed - Agent timed out,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,618.0500092096628,1436.9835975170135,141.42135488861038,96.80122952450743,1.0,96.80122952450743
14,RouteScenario_14,Failed - Agent got blocked,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,201.65000300481915,530.3777687549591,141.42135488861038,8.835704482937516,1.0,8.835704482937516
15,RouteScenario_15,Failed - Agent timed out,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,182.05000271275642,468.8000876903534,141.42135623730948,77.627063725869,1.0,77.627063725869
16,RouteScenario_16,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,247.00000368058681,579.8391711711884,141.42135623730948,100.0,1.0,100.0
17,RouteScenario_17,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,181.00000269711015,456.4663660526276,141.42135623730948,100.0,1.0,100.0
18,RouteScenario_18,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,214.20000319182876,521.5644278526306,141.42135590013473,100.0,1.0,100.0
19,RouteScenario_19,Failed - Agent timed out,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,779.0500116087497,1953.211663007736,141.4213575860087,68.09335867533956,1.0,68.09335867533956
20,RouteScenario_20,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.10000378638503,600.8378911018373,141.4213575860087,100.0,1.0,100.0
21,RouteScenario_21,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,226.50000337511298,531.1170489788054,141.42135488861038,100.0,1.0,100.0
22,RouteScenario_22,Failed - Agent timed out,20.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,779.0500116087497,1981.0648233890533,141.4213575860087,41.86596293911549,1.0,41.86596293911549
0,RouteScenario_0,Failed - Agent timed out,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,431.05000642314553,1135.6393713951109,141.42135084251302,64.13114290272637,1.0,64.13114290272637
1,RouteScenario_1,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,134.350002001971,335.38252329826355,141.42135657448432,100.0,1.0,100.0
2,RouteScenario_2,Failed - Agent got blocked,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,241.20000359416008,634.9577653408049,141.42135657448432,68.22985541918831,1.0,68.22985541918831
3,RouteScenario_3,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,224.40000334382057,558.1314721107483,141.42135084251302,100.0,1.0,100.0
4,RouteScenario_4,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,143.40000213682654,350.6622543334961,141.42135623730948,100.0,1.0,100.0
5,RouteScenario_5,Failed - Agent timed out,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,892.0500132925807,2185.0862424373627,141.42135623730948,63.016882135894996,1.0,63.016882135894996
6,RouteScenario_6,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,140.05000208690763,344.5782148838043,141.42135623730948,100.0,1.0,100.0
7,RouteScenario_7,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,311.70000464469194,760.4216520786285,141.42135623730948,100.0,1.0,100.0
8,RouteScenario_8,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,312.55000465735793,759.3428723812102,141.42135623730948,100.0,1.0,100.0
9,RouteScenario_9,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,106.4500015862286,269.74614715576166,141.42136163210625,100.0,1.0,100.0
10,RouteScenario_10,Failed - Agent timed out,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,611.0500091053545,1550.467428445816,141.42135623730948,84.49323644499317,1.0,84.49323644499317
11,RouteScenario_11,Failed - Agent timed out,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,234.0500034876168,634.9957013130187,141.42135353991122,34.175088694233715,1.0,34.175088694233715
12,RouteScenario_12,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,326.5000048652292,813.4524827003479,141.4213575860087,100.0,1.0,100.0
13,RouteScenario_13,Failed - Agent got blocked,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,576.0000085830687,1446.5879395008087,141.42135488861038,59.28963554922756,1.0,59.28963554922756
14,RouteScenario_14,Failed - Agent got blocked,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,380.15000566467637,1019.129584312439,141.42135488861038,8.835704482937516,1.0,8.835704482937516
15,RouteScenario_15,Failed - Agent timed out,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,182.05000271275642,481.6046710014343,141.42135623730948,77.06770903832397,1.0,77.06770903832397
16,RouteScenario_16,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,202.55000301823017,502.95941758155817,141.42135623730948,100.0,1.0,100.0
17,RouteScenario_17,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,185.60000276565552,485.565048456192,141.42135623730948,100.0,1.0,100.0
18,RouteScenario_18,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.80000379681587,646.3724167346953,141.42135590013473,100.0,1.0,100.0
19,RouteScenario_19,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,611.5500091128051,1563.014358997345,141.4213575860087,100.0,1.0,100.0
20,RouteScenario_20,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,255.10000380128625,660.1878304481506,141.4213575860087,100.0,1.0,100.0
21,RouteScenario_21,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,239.25000356510282,601.2506577968597,141.42135488861038,100.0,1.0,100.0
22,RouteScenario_22,Completed,80.0,30.0,50.0,0.4000000059604645,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,525.8500078357756,1351.8953404426575,141.4213575860087,100.0,1.0,100.0
0,RouteScenario_0,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,226.55000337585807,543.764502286911,141.42135084251302,100.0,1.0,100.0
1,RouteScenario_1,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,139.20000207424164,331.505628824234,141.42135657448432,100.0,1.0,100.0
2,RouteScenario_2,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,139.20000207424164,328.5611381530762,141.42135657448432,100.0,1.0,100.0
3,RouteScenario_3,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,180.40000268816948,428.6986095905304,141.42135084251302,100.0,1.0,100.0
4,RouteScenario_4,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,98.65000146999957,232.4220027923584,141.42135623730948,100.0,1.0,100.0
5,RouteScenario_5,Failed - Agent timed out,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,892.0500132925807,2091.725687026977,141.42135623730948,62.92677586493792,1.0,62.92677586493792
6,RouteScenario_6,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,98.65000146999957,232.872754573822,141.42135623730948,100.0,1.0,100.0
7,RouteScenario_7,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,248.2500036992133,590.7750580310823,141.42135623730948,100.0,1.0,100.0
8,RouteScenario_8,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,233.50000347942117,556.6927058696747,141.42135623730948,100.0,1.0,100.0
9,RouteScenario_9,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,156.45000233128667,374.04848170280457,141.42136163210625,100.0,1.0,100.0
10,RouteScenario_10,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,357.2000053226948,899.2353756427765,141.42135623730948,100.0,1.0,100.0
11,RouteScenario_11,Failed - Agent got blocked,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,208.15000310167667,538.9717705249786,141.42135353991122,33.742943995673144,1.0,33.742943995673144
12,RouteScenario_12,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,371.3000055328012,892.2289650440216,141.4213575860087,60.0,0.6,100.0
13,RouteScenario_13,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,357.45000532642007,868.9649693965912,141.42135488861038,100.0,1.0,100.0
14,RouteScenario_14,Failed - Agent timed out,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,602.0500089712441,1421.218406677246,141.42135488861038,98.72200684001741,1.0,98.72200684001741
15,RouteScenario_15,Failed - Agent timed out,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,182.05000271275642,464.22700357437134,141.42135623730948,97.45941273123249,1.0,97.45941273123249
16,RouteScenario_16,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,284.45000423863536,669.0844247341156,141.42135623730948,100.0,1.0,100.0
17,RouteScenario_17,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,224.40000334382057,558.1686770915985,141.42135623730948,100.0,1.0,100.0
18,RouteScenario_18,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.85000379756093,615.0340256690979,141.42135590013473,100.0,1.0,100.0
19,RouteScenario_19,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,385.0000057369471,940.5783684253693,141.4213575860087,60.0,0.6,100.0
20,RouteScenario_20,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,257.6500038392842,642.1170654296875,141.4213575860087,100.0,1.0,100.0
21,RouteScenario_21,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,281.85000419989234,689.1700313091278,141.42135488861038,100.0,1.0,100.0
22,RouteScenario_22,Completed,80.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,386.05000575259334,942.2726585865021,141.4213575860087,60.0,0.6,100.0
0,RouteScenario_0,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,269.8500040210784,679.5160474777223,141.42135084251302,100.0,1.0,100.0
1,RouteScenario_1,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,90.80000135302544,228.7453281879425,141.42135657448432,100.0,1.0,100.0
2,RouteScenario_2,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,90.75000135228036,228.16873574256897,141.42135657448432,100.0,1.0,100.0
3,RouteScenario_3,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,180.3500026874244,455.8975143432617,141.42135084251302,100.0,1.0,100.0
4,RouteScenario_4,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.10000202804804,334.3040177822113,141.42135623730948,100.0,1.0,100.0
5,RouteScenario_5,Failed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,179.85000267997384,457.1447319984436,141.42135623730948,12.531278615133138,0.6,20.885464358555232
6,RouteScenario_6,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.10000202804804,334.77162122726435,141.42135623730948,100.0,1.0,100.0
7,RouteScenario_7,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,216.80000323057172,539.1857016086578,141.42135623730948,100.0,1.0,100.0
8,RouteScenario_8,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,216.80000323057172,537.795135974884,141.42135623730948,100.0,1.0,100.0
9,RouteScenario_9,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,113.20000168681143,293.39079666137695,141.42136163210625,100.0,1.0,100.0
10,RouteScenario_10,Failed - Agent timed out,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,611.0500091053545,1517.9975144863129,141.42135623730948,68.40945707170772,1.0,68.40945707170772
11,RouteScenario_11,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,141.7500021122396,369.26627278327936,141.42135353991122,100.0,1.0,100.0
12,RouteScenario_12,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,325.1000048443675,819.819265127182,141.4213575860087,100.0,1.0,100.0
13,RouteScenario_13,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,313.8000046759844,807.3116164207457,141.42135488861038,100.0,1.0,100.0
14,RouteScenario_14,Failed - Agent got blocked,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,210.95000314339995,575.5391256809235,141.42135488861038,8.66982727368668,1.0,8.66982727368668
15,RouteScenario_15,Failed - Agent timed out,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,182.05000271275642,480.66569352149963,141.42135623730948,92.0443050586306,1.0,92.0443050586306
16,RouteScenario_16,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,240.10000357776883,591.7312018871307,141.42135623730948,100.0,1.0,100.0
17,RouteScenario_17,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,185.7000027671456,492.9931118488312,141.42135623730948,100.0,1.0,100.0
18,RouteScenario_18,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,215.6500032134354,554.5261518955232,141.42135590013473,100.0,1.0,100.0
19,RouteScenario_19,Failed - Agent timed out,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,779.0500116087497,2051.2494983673096,141.4213575860087,74.77127038839788,1.0,74.77127038839788
20,RouteScenario_20,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,299.25000445917254,771.0622007846832,141.4213575860087,100.0,1.0,100.0
21,RouteScenario_21,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,277.2500041313469,691.7733924388885,141.42135488861038,100.0,1.0,100.0
22,RouteScenario_22,Completed,90.0,15.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,390.9000058248639,1000.6307928562164,141.4213575860087,100.0,1.0,100.0
0,RouteScenario_0,Failed - Agent timed out,15.0,0.0,0.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,431.05000642314553,1074.7553832530978,141.42135084251302,38.613082408416545,0.6,64.35513734736091
1,RouteScenario_1,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,181.40000270307064,452.86252450942993,141.42135657448432,100.0,1.0,100.0
2,RouteScenario_2,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,181.40000270307064,457.6192078590393,141.42135657448432,100.0,1.0,100.0
3,RouteScenario_3,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,276.85000412538653,692.7809381484985,141.42135084251302,100.0,1.0,100.0
